mitochondrion inheritance^ex_id=yeast:GO:0000001^source=go	MDM10	GEM1	YBR234C	PTC1	YDL029W	NUM1	YFL039C	YGL055W	PHB1	PHB2	MDM31	YIL062C	TPM2	YJR065C	YKL013C	DNM1	MMR1	ARC18	MDM1	YMR072W	BUL1	TPM1	YNL304W	YNR035C	MDM12	YOL076W	YOR147W	YOR326W	YPR131C
mitochondrial genome maintenance^ex_id=yeast:GO:0000002^source=go	MDM10	YBR192W	MGR1	RIM1	YDL198C	SED1	HSP78	YDR296W	YDR470C	YFL016C	RPO41	THI4	RRM3	MSH1	YIL051C	YJL063C	MDV1	ILM1	YJR144W	YKR085C	MMM1	REX2	YLR304C	YLR355C	YML061C	YMR072W	YMR211W	YHM2	YME2	HMI1	MGM1	MGR2	YOR330C
reproduction^ex_id=yeast:GO:0000003^source=go	MF(ALPHA)2	MF(ALPHA)1	YBR081C	RXT2	OPY1	FUS1	YCR002C	YDL038C	PRM7	SSF2	SPT3	YER068W	PRM8	YGL099W	KEL2	SCW4	SSF1	YHR084W	YHR107C	PRM2	PRM5	PRM10	ASG7	YJR076C	FPS1	CCW12	CHS5	PRM6	SCW10	PRM4	AXL1	YBR109C	YER133W	UBA4	URM1	YIL129C	YNL192W	BIK1	KAR4	YDR356W	KEM1	OSH3	YJL034W	JEM1	KAR5	CIK1	YNL188W	PRM3	KAR3	YCR093W	YDL165W	YNL161W	RRI1	CSN9	YHR005C	BAR1	CSN12	CNB1	CNA1	SST2	CMP2	CSI1	MSG5	RRI2	FIG1	CPR4	FIG2	YFL026W	KEL1	YIL026C	STE3	YCL066W	YCR040W	YAL016W	ATS1	REI1	KCC4	PPH21	PPH22	GIN4	BEM2	YGL190C	ROM1	TOS2	DCW1	ELM1	NAP1	YKR063C	ROM2	REH1	TSL1	DFG5	BNI1	YPR165W	ERV15	YCL012W	BUD3	YCR038C	GIC2	ERV14	PEF1	RSR1	GIC1	AXL2	BNR1	YIR006C	BUD4	BUD2	YLR314C	YOR122C	SLA1	RVS161	YDR129C	YDR166C	ATC1	RVS167	SEC3	PEA2	YFL005W	YGL233W	TWF1	YIL068C	EXO70	MYO3	SPA2	YLR166C	YLR312C-B	SPH1	BUD6	VRP1	YLR337W	MYO5	YNL084C	YNL243W	YOR181W	YPR055W	YAR009C	YBL005W-B	YBL101W-B	YBR012W-B	YCL019W	YDR034C-D	YDR098C-B	YDR210W-B	YDR210W-D	YDR261C-D	YDR261W-B	YDR316W-B	YDR365W-B	YER138C	YER160C	YFL002W-A	YGR027W-B	YGR038C-B	YGR109W-B	YGR161C-D	YGR161W-B	YHL009W-B	YHR214C-B	YIL082W-A	YJL113W	YJR027W	YJR029W	YLR157C-B	YLR227W-B	YLR410W-B	YML039W	YML045W	YMR045C	YMR050C	YNL054W-B	YNL284C-B	YOL103W-B	YOR142W-B	YOR192C-B	YOR343C-B	YPL257W-B	YPR137C-B	YPR158C-D	YPR158W-B	MYO4	SHE1	SHE3	YDL227C	SHE2	SHE4	ULS1	YPL266W	YAL009W	GPB2	PAU8	SHP1	UBC4	IML3	RIM1	FMP45	UBC5	BMH2	CPR1	UME6	EMI1	EMI2	SPS2	YDR523C	YER012W	YER020W	MEI4	SPO73	SHC1	SPR6	BMH1	YFL039C	SPO74	GTS1	AMA1	YGR253C	RIM101	NEM1	YHR119W	SPO16	VID28	YIL017W	SGA1	YIR026C	YJL001W	YJL074C	SET2	YKL126W	SPO75	YLL033W	UBI4	VPS13	ADE16	SPO77	YLR399C	SUR7	RIM9	YMR079W	RIM11	MRE11	DOM34	RAS2	YNL194C	YNL202W	YNL294C	MCK1	MSO1	EMI5	SPR1	SSP2	OSW1	SPS4	YOR338W	SSO1	AQY1	YFL037W	YJL018W	YJL019W	YML085C	TUB3	YAL041W	YBL016W	STE50	GET3	YDL159W	AFR1	YDR103W	AKR1	RGA2	YDR461W	PTP3	KSS1	YHL007C	YJL080C	YJL157C	YJR086W	YLR229C	YLR362W	MFA2	YNL173C	RGA1	PTP2	YOR212W	VPS64	SDC1	FAR7	YJR090C	FAR10	FAR8	FAR3	FAR11	OPY2	AGA2	YJR004C	AGA1	BEM1	YDL160C	HBT1	SPR3	SPO14	HUB1	MDY2	YGL178W	POG1	CLN2	YNL279W	BOI1	BOI2	TPM2	VPS51	YMR200W	TPM1	CLA4	YOR326W	BEM3	YCL067C	YCR039C	FKH1	YKU80	CHL1	CHS3	GIP1	DTR1	SPS22	ADY3	YDR027C	GIS1	SPO71	SWF1	SWM1	DON1	DIT2	DIT1	GSC2	SPS100	SSP1	PFS1	OSW2	CRR1	CDA1	CDA2	GAS2	SMA2	FKS3	TEP1	SPO21	GAS4	MPC54	MUM3	SMA1	SMK1	SPO20	YKR095W-A	YCR097WB	PUF6	FEN1	RAD27	MSH3	RAD10	MSH2	RAD1	ASH1
high affinity zinc uptake transmembrane transporter activity^ex_id=yeast:GO:0000006^source=go	ZRT1
low-affinity zinc ion transmembrane transporter activity^ex_id=yeast:GO:0000007^source=go	ZRT2
alpha-1\,6-mannosyltransferase activity^ex_id=yeast:GO:0000009^source=go	MNN10	ANP1	YGL038C	MNN11	HOC1	YML115C	ALG12	YPL050C
trans-hexaprenyltranstransferase activity^ex_id=yeast:GO:0000010^source=go	YBR003W
vacuole inheritance^ex_id=yeast:GO:0000011^source=go	YBR080C	YCL062W	VAC17	VPS3	YEL013W	YFL039C	TRX2	TPM2	TRX1	VAC14	YPT7	YNL054W	TPM1	YOR326W
single-stranded DNA specific endodeoxyribonuclease activity^ex_id=yeast:GO:0000014^source=go	YER041W	SAE2	YGR258C	YHR164C	TRM2	RAD10	YOR373W	RAD1
phosphopyruvate hydratase complex^ex_id=yeast:GO:0000015^source=go	ENO1	ENO2	YMR323W	ERR1	YPL281C
